timestamp,pH,TDS_ppm,turbidity_NTU,VOC_mg_L
2025-12-05 11:32:02,6.055718421936035,0.0,1.153470158576965,0.0
2025-12-05 11:32:05,6.243890285491943,0.0,1.143694996833801,0.0
2025-12-05 11:32:08,6.243890285491943,0.0,1.143694996833801,0.0
2025-12-05 11:32:11,5.747800350189209,0.0,1.143694996833801,0.0
2025-12-05 11:32:14,5.901759624481201,0.0,1.138807415962219,0.0
2025-12-05 11:32:17,5.901759624481201,0.0,1.138807415962219,0.0
2025-12-05 11:32:21,6.192570686340332,0.0,1.143694996833801,0.0
2025-12-05 11:32:24,5.987292289733887,0.0,1.129032254219055,0.0
2025-12-05 11:32:27,5.987292289733887,0.0,1.129032254219055,0.0
2025-12-05 11:32:30,6.295210361480713,2.092235326766968,1.129032254219055,0.0
2025-12-05 11:32:33,6.038611888885498,4.178405284881592,1.124144673347473,0.0
2025-12-05 11:32:36,6.038611888885498,4.178405284881592,1.124144673347473,0.0
2025-12-05 11:32:39,5.474095821380615,0.0,1.119257092475891,0.0
2025-12-05 11:32:43,6.124144554138184,0.0,1.119257092475891,0.0
2025-12-05 11:32:46,6.124144554138184,0.0,1.119257092475891,0.0
2025-12-05 11:32:49,5.918866157531738,0.0,1.119257092475891,0.0
2025-12-05 11:36:15,5.679374217987061,0.0,1.085044026374817,0.046999998390675
2025-12-05 11:36:18,5.628054618835449,0.0,1.099706768989563,0.027000000700355
2025-12-05 11:36:22,5.542521953582764,0.0,1.085044026374817,0.029999999329448
2025-12-05 11:36:25,5.867546558380127,0.0,1.080156445503235,0.028000000864267
2025-12-05 11:36:29,5.559628486633301,0.0,1.080156445503235,0.072999998927116
2025-12-05 11:36:32,6.380743026733398,0.0,1.085044026374817,0.093000002205372
2025-12-05 11:36:35,6.124144554138184,0.0,1.075268864631653,0.045000001788139
2025-12-05 11:36:38,6.124144554138184,0.0,1.075268864631653,0.045000001788139
2025-12-05 11:36:41,6.021505355834961,0.0,1.075268864631653,0.0
2025-12-05 11:36:45,6.004398822784424,0.0,0.757575750350952,0.165000006556511
2025-12-05 11:36:48,5.987292289733887,0.0,0.962854325771332,0.098999999463558
2025-12-05 11:36:51,5.97018575668335,0.0,0.967741906642914,0.082999996840954
2025-12-05 11:36:54,6.089931488037109,24.71678924560547,0.953079164028168,0.074000000953674
2025-12-05 11:36:58,5.884653091430664,103.6251449584961,0.962854325771332,0.118000000715256
2025-12-05 11:37:01,5.867546558380127,101.78634643554688,0.977517127990723,0.128000006079674
2025-12-05 11:37:04,5.97018575668335,103.6251449584961,1.006842613220215,0.112999998033047
2025-12-05 11:37:07,5.901759624481201,103.6251449584961,0.997067451477051,0.054999999701977
